iso3,year,analysis_population_total,gbd_rate_cardiovascular_diseases,gbd_rate_chronic_respiratory_diseases,gbd_rate_neoplasms,gbd_rate_diabetes_kidney,gbd_rate_cardiovascular_diseases_per100k,gbd_rate_chronic_respiratory_diseases_per100k,gbd_rate_neoplasms_per100k,gbd_rate_diabetes_kidney_per100k,life_expectancy,life_expectancy_male,life_expectancy_female,hdi,population_thousands,pop_density,median_age,pop_growth_rate,tfr,wdi_population_65_plus_pct,wdi_population_total,wdi_urban_population_pct,wdi_gdp_per_capita,wdi_gini,dbd_smoking,dbd_pm25,dbd_high_bmi,dbd_high_glucose,dbd_high_sbp,dbd_dietary_risks,dbd_smoking_per100k,dbd_pm25_per100k,dbd_high_bmi_per100k,dbd_high_glucose_per100k,dbd_high_sbp_per100k,dbd_dietary_risks_per100k,wdi_diabetes_prevalence,wdi_pm25,mpower_group,beds_10k,doctors_10k,nurses_10k,uhc_index,che_pct_gdp,che_pc_usd,govt_he_pct,ext_he_pct,wdi_health_expenditure_per_capita,wdi_government_health_expenditure_pct,wdi_external_health_expenditure_pct,wdi_hospital_beds,wdi_physicians,wdi_nurses_midwives,wdi_out_of_pocket_pct,wb_hnp_hci,wb_hnp_skilled_birth_attendance,wb_hnp_immunization_dpt,wb_hnp_immunization_measles,wb_hnp_immunization_hepb3,vulnerability_type_code,vulnerability_type_label,overall_vulnerability_score,burden_pressure_score,risk_pressure_score,combined_pressure_score,resource_response_score,context_support_score,adjusted_response_score,adaptation_gap_score,response_diagnosis_type,component__beds_10k,component__doctors_10k,component__nurses_10k,component__uhc_index,component__che_pct_gdp,component__che_pc_usd,component__govt_he_pct,component__wdi_health_expenditure_per_capita,component__wdi_government_health_expenditure_pct,component__wdi_hospital_beds,component__wb_hnp_immunization_dpt,component__wb_hnp_immunization_measles,component__wb_hnp_immunization_hepb3,component__ext_he_pct,component__wdi_external_health_expenditure_pct,component__wdi_out_of_pocket_pct,weakest_resource_components,dominant_risk_triplet
BRN,2023,458949.0,541.4860417355954,118.57861106961218,544.948727702035,292.18779881369994,117.98392451788662,25.836990835498536,118.73840616321964,63.66454634691435,75.3266,73.328,77.5554,0.837,458.949,79.6095,31.76,0.837,1.747,6.51107912979343,458949.0,74.8199193881365,44080.23742477768,,245.61431587531544,69.28039754124235,241.84171189336428,326.63225029544424,296.79166866135364,298.86461298539996,53.516690498359395,15.095445799259254,52.69468108512368,71.16961803935607,64.66767955946165,65.11935160233489,,,,35.798404651,20.94,65.64,84.0,2.2286067,733.00543213,92.53526306,0.0,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.3067691352669038,0.5483052677029361,0.3869818652849741,0.4676435664939551,0.6781690710450701,0.6754173658525053,0.6776187300065571,-0.20997516351260204,相对均衡型,0.6179966044142614,0.5192828146143437,0.7346387575962188,0.935880829015544,0.024067122985206447,0.7191780821917808,0.9955840141311548,,,,,,,0.8787243434120503,,,component__che_pct_gdp / component__doctors_10k / component__beds_10k,高收缩压 / 高血糖 / 膳食风险
BTN,2023,786385.0,1341.678557732156,739.2076984376164,574.8049640884705,396.5353519590623,170.61344732315035,94.00073735353756,73.09459922156074,50.42509101255267,72.9753,71.3052,74.9651,0.698,786.385,20.482,29.3879,0.692,1.4625,6.36869980988956,786385.0,41.7352457989939,85290.46753046334,,443.1154067609088,637.8740411899321,329.21385875369805,395.8514144635992,727.1358634880995,492.857876860672,56.348405267255714,81.11472639863834,41.86420884855358,50.338118664979525,92.46563241772154,62.6738654553014,,,,21.617854822,,,69.0,4.41551638,162.19680786,66.65106201,6.44489765,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.1111361688488745,0.6534434369602763,0.4563903281519861,0.5549168825561313,0.4402626925345167,0.5035737516821756,0.45292490436404853,0.10199197819208272,相对均衡型,0.3921901528013582,,,0.5153281519861831,0.2989622433208214,0.40057445868316394,0.7076617354824465,,,,,,,0.32685941293312737,,,component__che_pct_gdp / component__ext_he_pct / component__beds_10k,高收缩压 / 吸烟 / 高血糖
BWA,2023,2480244.0,2689.99443068797,790.435776365288,1544.1486147451033,1206.2775478866154,108.45684661218696,31.86927481188496,62.25793166902544,48.63543860550072,69.1631,66.6732,71.6979,0.731,2480.244,4.3764,22.8823,1.638,2.7316,3.96966911931465,2480244.0,67.0212655349864,34835.01712349453,,1226.0018647825857,895.92326062557,1074.2835019237182,1182.3227484846868,1870.5217504302864,1219.435708612246,49.4306957211704,36.12238395196481,43.31362164060142,47.669614299427266,75.416844085916,49.16595740629736,,,,,3.79,30.18,60.0,6.25574684,489.59677124,75.46138,6.53434038,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.2248843563403685,0.4759283246977547,0.340097869890616,0.40801309729418533,0.4776928744573673,0.5129892448629547,0.4847521485384848,-0.07673905124429947,低压低响应型,,0.19113667117726657,0.3993923024983119,0.3542746113989637,0.5734157650695518,0.6442775077330977,0.8558180613822036,,,,,,,0.3255352019421761,,,component__doctors_10k / component__ext_he_pct / component__uhc_index,高收缩压 / 高血糖 / 膳食风险
CAF,2023,5152421.0,7056.23107705938,1735.0700292976271,3199.9651204640995,1623.7772340201836,136.9498159614554,33.674849731759636,62.106049184725,31.514839995027263,57.4077,55.2596,59.2898,0.414,5152.42,8.2706,14.3199,3.41,6.0117,2.09527735556521,5152421.0,43.6983692134165,65269.277310271435,,2000.2609485606124,9215.335836852091,1776.2726169827988,2390.3086992690105,4539.758860073692,2717.80404325344,38.821768418392296,178.85448096830774,34.47452405350415,46.39195242913983,88.10923758120099,52.7480973168427,,,,,0.74,10.97,39.0,10.65553188,53.81136703,14.36223125,39.88191986,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.2311390151577771,0.44381476683937826,0.4672927461139897,0.45555375647668395,0.23413360404247435,0.26528394814838585,0.24036367286365665,0.2151900836130273,低压低响应型,,0.05192828146143437,0.1737002025658339,0.15177029360967184,0.9346434091410908,0.20592134334953602,0.061382203576948555,,,,,,,0.05958949459280512,,,component__doctors_10k / component__ext_he_pct / component__govt_he_pct,高收缩压 / 高血糖 / 膳食风险
CAN,2023,40083484.0,84165.37569276757,20556.97357965308,99617.46252250696,16713.082581903196,209.9751999920156,51.28539619872634,248.52495986253828,41.69568339394649,82.6302,80.4268,84.8303,0.939,39299.104,4.3217,40.3426,1.218,1.3494,19.3581192161771,40083484.0,82.5250564408346,50932.520763259454,,39520.14129665504,7061.775879747629,23605.841130297445,28284.391805679028,40483.72144946741,30864.867107996044,98.59457650102232,17.61766986060301,58.89168997958721,70.56370600339788,100.99850963421098,77.00145802694207,,,,,28.19,112.57,92.0,11.18692875,6186.65234375,70.30995178,0.0,6462.56214883479,70.49747467,0.0,,,,15.30350018,,,,,,1.0,类型1-高负担转型承压型,-0.2078395761564761,0.721394645941278,0.5028785261945884,0.6121365860679332,0.8760298984191014,0.8481988299747776,0.8704636847302367,-0.2583270986623035,相对均衡型,,0.6730378890392422,0.9341661039837947,0.9993523316062176,0.9556193420181055,0.9743703049049933,0.7628615588430117,0.9793530626290433,0.7664519098021169,,,,,0.8787243434120503,0.9337730870712401,0.7786189493002982,component__doctors_10k / component__govt_he_pct / component__wdi_government_health_expenditure_pct,高收缩压 / 吸烟 / 高血糖
CHE,2023,8888822.0,21394.36054391389,2906.684700501818,20391.83370835615,4269.038903912102,240.6883672989952,32.70044895152381,229.40985552816952,48.02704907255542,83.9536,82.009,85.8334,0.97,8870.561,221.8084,42.3314,0.62,1.4331,19.6113808360035,8888822.0,85.1854212679815,77104.53577456377,,6891.356077855532,2542.664248769733,5212.681630550684,6689.374754987249,11537.13245124293,8020.583717236531,77.52833927662779,28.605188052699592,58.64310963309518,75.25603229524957,129.79371677420167,90.23224581656076,,,,43.753700441,45.59,191.96,87.0,11.69096088,11783.66992188,33.08256912,0.0,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,-0.2279190230495321,0.6998056994818653,0.5322035118019574,0.6160046056419113,0.8413770941183009,0.8791047817469178,0.8489226316440243,-0.23291802600211298,相对均衡型,0.7117147707979626,0.949255751014885,0.9993247805536799,0.9800302245250432,0.9673217045705453,0.9993371630578878,0.24530801501435195,,,,,,,0.8787243434120503,,,component__govt_he_pct / component__beds_10k / component__ext_he_pct,高收缩压 / 吸烟 / 高血糖
CHL,2023,19658835.0,28283.502579041666,7515.120317846636,32470.133049398457,8751.706942325869,143.8717125355682,38.22769923979033,165.1681447522117,44.51793273775312,81.1667,79.2398,83.0836,0.878,19658.835,26.1089,35.969,0.566,1.1671,13.6933190598527,19658835.0,88.8158617217972,3547810.3475068845,,9427.666156687868,9658.323068006604,12312.845412812529,9637.701042372795,19029.066497790856,12447.526597011263,47.95638274947559,49.12968173346287,62.63263012692527,49.02478220287619,96.79651158265918,63.31772252532392,,,,19.386195539,33.34,54.53,84.0,10.17470455,1736.52038574,51.60597992,0.0,2501.078408192,50.27700424,0.0,,,,35.03757477,,,,,,3.0,类型3-相对稳健型,-0.3357944002512394,0.6126943005181347,0.4421416234887738,0.5274179620034543,0.7100660936263852,0.8813381221164688,0.7443204993244019,-0.21690253732094766,相对均衡型,0.34804753820033957,0.7726657645466847,0.62457798784605,0.935880829015544,0.9125634797968647,0.8384887317719841,0.4992272024729521,0.8653360862583162,0.48182236539346524,,,,,0.8787243434120503,0.9337730870712401,0.429685707731131,component__beds_10k / component__wdi_out_of_pocket_pct / component__wdi_government_health_expenditure_pct,高收缩压 / 高血糖 / 膳食风险
CHN,2023,1445902078.0,4501842.587899269,1037344.7898081332,2566112.2287809243,332179.2611533027,311.3518305559326,71.74377889013125,177.47482819378897,22.97384215760859,77.99492369515892,75.23964513896495,80.9693380104609,0.797,1445902.078,156.415256746697,39.138017105318944,-0.2394994212554136,0.9974116357024146,14.3160774690688,1410710000.0,65.5301448035523,35948.85169934809,,2368711.669644639,2037563.363326261,387198.7170881927,933522.1839124814,2682270.122181965,1583580.0697691974,163.8224127128365,140.9198723985969,26.779041470344488,64.56330605760989,185.50842155868077,109.52194438779952,,,,56.267424359,28.19,39.63,85.0,5.94388866,763.37762451,57.0976181,0.0050795,,,,,,,,,,,,,1.0,类型1-高负担转型承压型,0.1852157719991993,0.6615932642487046,0.6987262521588945,0.6801597582037995,0.6887605129954684,0.6635235256679358,0.6837131155299618,-0.003553357326162354,高压高响应型,0.8146010186757215,0.6730378890392422,0.4861580013504389,0.9547711571675302,0.5367630823581364,0.725143614670791,0.5749613601236476,,,,,,,0.7446479805782388,,,component__nurses_10k / component__che_pct_gdp / component__govt_he_pct,高收缩压 / 吸烟 / 高血糖
CIV,2023,31165654.0,32070.12584909343,3752.993442000716,17224.42352396222,8713.896303728725,102.90214301003736,12.042081459290785,55.26732576817487,27.959934047040132,61.9438,60.0164,64.1322,0.582,31165.654,98.0052,18.0974,2.452,4.2828,2.56824227080234,31165654.0,53.4075201638704,422822.58798381593,,6560.544833663545,25216.741964169916,6108.0534628739415,7109.8379292133595,20258.49024165645,11535.580555562785,21.05056044600747,80.91196149508018,19.59866930074351,22.81305545268955,65.00261551275788,37.01376058260412,,,,,1.66,7.93,46.0,3.43218303,87.68105316,40.82644653,11.83283997,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.307589736800622,0.23078583765112265,0.22355354058721935,0.22716968911917101,0.21528626855336577,0.41214488421783774,0.2546579916862602,-0.027488302567089173,低压低响应型,,0.1162043301759134,0.12221471978392978,0.22344559585492227,0.1408699492161625,0.31087052585064073,0.3448884963568117,,,,,,,0.24851026263517986,,,component__doctors_10k / component__nurses_10k / component__che_pct_gdp,高收缩压 / 高血糖 / 膳食风险
CMR,2023,28372687.0,33820.04093014171,4896.3512093718855,18451.31701379066,13012.411786309724,119.19928813982868,17.257270026528982,65.03196899818005,45.862458449246354,63.6996,61.5221,65.9438,0.588,28372.687,60.8791,17.7517,2.643,4.322,2.77483940805466,28372687.0,55.1286878511388,275830.3193681274,,5234.023096426287,28140.74906131133,11333.864522886572,11524.86000573258,22071.405869705115,8726.867347896505,18.44740012261189,99.18253093657052,39.946391129210184,40.619557836494586,77.7910314581947,30.757986890337545,,,,,,,48.0,4.5545516,79.09996796,14.69373989,14.70563126,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.0908109404256125,0.4125107944732297,0.3217112838226828,0.3671110391479563,0.22968137250311962,0.429046566587448,0.2695544113199853,0.09755662782797098,低压低响应型,,,,0.24568221070811744,0.3247957606535659,0.2936367653557225,0.06381099580481342,,,,,,,0.22048112999337893,,,component__govt_he_pct / component__ext_he_pct / component__uhc_index,高收缩压 / 高血糖 / 膳食风险
COD,2023,105789731.0,109398.99366821084,24880.590513592542,69943.88486718545,27902.86640108526,103.41173253215932,23.518908951184063,66.11594925710271,26.375779706902986,61.895,59.792,64.0379,0.522,105789.731,46.664,15.7677,3.264,6.0505,3.06835640281401,105789731.0,44.3754734892194,253446.6906392656,,20038.333932944948,89596.15988404352,30761.062516803333,39978.538074976816,63886.92144439197,43467.23026418355,18.941662620301916,84.6926814513249,29.077550558100324,37.79056596237759,60.390475370801326,41.08832667717394,,,,,,,41.0,3.68495083,23.43148804,18.72224808,36.99120331,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,0.0385431612422838,0.3322538860103627,0.2705094991364421,0.3013816925734024,0.11947391390983772,0.3901434776317082,0.17360782665421182,0.1277738659191906,低压低响应型,,,,0.17076856649395508,0.1764186354603665,0.07313300927971719,0.10532126297195848,,,,,,,0.07172809534319134,,,component__ext_he_pct / component__che_pc_usd / component__govt_he_pct,高收缩压 / 高血糖 / 膳食风险
COG,2023,6182885.0,7186.426779954872,1239.0505422903773,3903.896460722859,1874.7592564511203,116.23096305292547,20.04000628008409,63.14036991991375,30.321755239683743,65.772,64.1217,67.4606,0.649,6182.885,18.1051,18.3077,2.418,4.1567,2.91461025071629,6182885.0,63.6626757615625,323372.4348354257,,1607.6991212544465,4153.098343611336,1742.898498844041,2343.2218855698484,4731.869752122535,3170.55101158713,26.00241022199906,67.17088128941967,28.18908161552481,37.89851963233747,76.53174451930668,51.27947570732967,,,,,,,45.0,3.29744148,75.55332184,33.99457169,14.86338139,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.1872408866480201,0.35384283246977544,0.31249999999999994,0.33317141623488766,0.2195444631067845,0.4903252953098784,0.27370062954740326,0.0594707866874844,低压低响应型,,,,0.21200345423143352,0.1216604106866858,0.28634555899248787,0.2585559726208876,,,,,,,0.21915691900242773,,,component__che_pct_gdp / component__uhc_index / component__ext_he_pct,高收缩压 / 高血糖 / 膳食风险
COL,2023,52321152.0,77576.72043350972,19511.958780037836,52527.4483309159,16612.59540337356,148.2702835623912,37.292678074133065,100.39428858698658,31.751203420317584,77.7246,74.9503,80.452,0.788,52321.152,46.562,31.6061,1.103,1.6452,9.37542803553496,52321152.0,78.275571579544,7008712.023767949,53.9,15228.837591264535,21718.84226090941,21523.83860748073,23163.71412974578,47030.77898299262,34209.73393404441,29.106464611605904,41.510634668191955,41.13792946967363,44.27217911743568,89.8886534130453,65.38413744033085,,,,,25.37,15.53,82.0,8.15838146,571.15496826,70.33099365,0.01337293,1104.426168038775,70.23509979,,,,,14.61574936,,,,,,3.0,类型3-相对稳健型,-0.335793933926262,0.5176489637305699,0.3459268854346575,0.4317879245826137,0.6961890072590005,0.6295355474520754,0.6828583152976154,-0.2510703907150017,相对均衡型,,0.6128213802435724,0.24172856178257934,0.8865500863557858,0.769927136233164,0.6787450287229342,0.7635239567233385,0.7272310162881395,0.7602393005062126,,,,,0.7291988523504745,,0.7919247533838036,component__nurses_10k / component__doctors_10k / component__che_pc_usd,高收缩压 / 高血糖 / 膳食风险
COM,2023,850387.0,583.148428564152,116.4800932723604,354.2476819373791,329.3609481093118,68.57447592262723,13.69730408300696,41.65723158248881,38.73071297060183,66.7768,64.7863,68.9321,0.603,850.387,456.9516,20.3311,1.91,3.8779,4.47290468927676,850387.0,33.1502180946901,178273.84730587102,,180.3510149435984,583.8889184180697,160.83988395569102,276.6413200064748,403.6058983229772,298.15284876853576,21.208110535979312,68.66155273047092,18.91372797981284,32.53122637181363,47.46143794801393,35.06084274201461,,,,,,,52.0,6.55212021,102.23101807,12.91785812,26.77375984,,,,,,,,,,,,,2.0,类型2-低缓冲低承载型,-0.2377586851292357,0.2292206390328152,0.2017846862406448,0.21550266263673,0.2765559818541841,0.4295068951742193,0.30714616451819116,-0.09164350188146114,低压低响应型,,,,0.27817357512953367,0.6012364760432767,0.33451171011931063,0.048134245970412895,,,,,,,0.12072390200838667,,,component__govt_he_pct / component__ext_he_pct / component__uhc_index,高收缩压 / 高血糖 / 膳食风险
CPV,2023,522331.0,810.6214699107026,92.19642724685364,560.8570209112896,198.47741726984077,155.19306147073456,17.65095834764807,107.37578679252996,37.99839895963302,76.0587,72.8562,79.2088,0.668,522.33,129.6105,27.8701,0.491,1.5219,6.57945496194459,522331.0,75.9064245753376,132984.19887073798,,119.78662161334292,308.54489850216765,196.06319749794395,221.9788584773752,527.1388920765507,279.12278088020986,22.933086800006684,59.070761356719714,37.53619783201532,42.497737732850474,100.92046845325105,53.43791214387234,,,,,7.3,17.98,71.0,5.84791613,290.12619019,58.57330322,10.99548531,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.2080642386262749,0.46481001727115717,0.3453511801957398,0.4050805987334485,0.432471473123922,0.6258654617986354,0.47115027085886474,-0.06606967212541626,低压低响应型,,0.27384979702300405,0.2786968264686023,0.5765328151986183,0.5235151247516008,0.5212107821475916,0.5928461028924707,,,,,,,0.2606488633855661,,,component__ext_he_pct / component__doctors_10k / component__nurses_10k,高收缩压 / 高血糖 / 膳食风险
CRI,2023,5105525.0,7778.105573397808,1544.7854221788257,7078.6220198732035,3516.903248741208,152.34683158730607,30.257131679481063,138.64631002439913,68.88426261238968,80.7995,78.129,83.4201,0.833,5105.526,99.9907,34.0697,0.492,1.33,11.7188426539051,5105525.0,78.8819393641702,2475721.5485816444,46.7,1693.7544487183104,1989.2302527916024,3123.78802679965,3688.7546374237663,5105.4018158597655,3822.748551544628,33.174932033793006,38.96230559622375,61.18446245586204,72.2502511969634,99.9975872385262,74.87473965056734,,,,,,,84.0,6.8663702,1163.30224609,67.15689087,0.01108145,,,,,,,,,,,,,3.0,类型3-相对稳健型,-0.2231781315180279,0.6232189119170984,0.45250431778929184,0.5378616148531952,0.7614707503789543,0.6796931287657201,0.7451152260563074,-0.20725361120311225,相对均衡型,,,,0.935880829015544,0.6374475601678075,0.7887759611135661,0.7125193199381762,,,,,,,0.7327300816596778,,,component__che_pct_gdp / component__govt_he_pct / component__ext_he_pct,高收缩压 / 高血糖 / 膳食风险
